Region,Country/Area,Year,Series,Value,Footnotes,Source
516,Namibia,2020,Threatened Species: Vertebrates (number),85,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
516,Namibia,2021,Threatened Species: Vertebrates (number),97,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
516,Namibia,2022,Threatened Species: Vertebrates (number),101,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
516,Namibia,2004,Threatened Species: Invertebrates (number),1,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
516,Namibia,2010,Threatened Species: Invertebrates (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
516,Namibia,2015,Threatened Species: Invertebrates (number),4,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
516,Namibia,2019,Threatened Species: Invertebrates (number),4,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
516,Namibia,2020,Threatened Species: Invertebrates (number),4,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
516,Namibia,2021,Threatened Species: Invertebrates (number),4,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
516,Namibia,2022,Threatened Species: Invertebrates (number),4,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
516,Namibia,2004,Threatened Species: Plants (number),24,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
516,Namibia,2010,Threatened Species: Plants (number),26,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
516,Namibia,2015,Threatened Species: Plants (number),28,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
516,Namibia,2019,Threatened Species: Plants (number),27,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
516,Namibia,2020,Threatened Species: Plants (number),28,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
516,Namibia,2021,Threatened Species: Plants (number),31,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
516,Namibia,2022,Threatened Species: Plants (number),31,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
516,Namibia,2004,Threatened Species: Total (number),69,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
516,Namibia,2010,Threatened Species: Total (number),92,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
516,Namibia,2015,Threatened Species: Total (number),105,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
516,Namibia,2019,Threatened Species: Total (number),115,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
516,Namibia,2020,Threatened Species: Total (number),117,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
516,Namibia,2021,Threatened Species: Total (number),132,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
516,Namibia,2022,Threatened Species: Total (number),136,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2004,Threatened Species: Vertebrates (number),5,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2010,Threatened Species: Vertebrates (number),12,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2015,Threatened Species: Vertebrates (number),12,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2019,Threatened Species: Vertebrates (number),15,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2020,Threatened Species: Vertebrates (number),18,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2021,Threatened Species: Vertebrates (number),21,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2022,Threatened Species: Vertebrates (number),23,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2004,Threatened Species: Invertebrates (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2010,Threatened Species: Invertebrates (number),62,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2015,Threatened Species: Invertebrates (number),68,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2019,Threatened Species: Invertebrates (number),68,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2020,Threatened Species: Invertebrates (number),68,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2021,Threatened Species: Invertebrates (number),69,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2022,Threatened Species: Invertebrates (number),69,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2004,Threatened Species: Plants (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2010,Threatened Species: Plants (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2015,Threatened Species: Plants (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2019,Threatened Species: Plants (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2020,Threatened Species: Plants (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2021,Threatened Species: Plants (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2022,Threatened Species: Plants (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2004,Threatened Species: Total (number),5,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2010,Threatened Species: Total (number),74,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2015,Threatened Species: Total (number),80,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2019,Threatened Species: Total (number),83,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2020,Threatened Species: Total (number),86,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2021,Threatened Species: Total (number),90,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
520,Nauru,2022,Threatened Species: Total (number),92,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2004,Threatened Species: Vertebrates (number),69,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2010,Threatened Species: Vertebrates (number),83,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2015,Threatened Species: Vertebrates (number),85,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2019,Threatened Species: Vertebrates (number),85,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2020,Threatened Species: Vertebrates (number),86,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2021,Threatened Species: Vertebrates (number),93,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2022,Threatened Species: Vertebrates (number),98,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2004,Threatened Species: Invertebrates (number),1,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2010,Threatened Species: Invertebrates (number),3,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2015,Threatened Species: Invertebrates (number),3,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2019,Threatened Species: Invertebrates (number),3,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2020,Threatened Species: Invertebrates (number),3,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2021,Threatened Species: Invertebrates (number),3,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2022,Threatened Species: Invertebrates (number),3,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2004,Threatened Species: Plants (number),7,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2010,Threatened Species: Plants (number),7,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2015,Threatened Species: Plants (number),17,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2019,Threatened Species: Plants (number),19,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2020,Threatened Species: Plants (number),20,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2021,Threatened Species: Plants (number),25,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2022,Threatened Species: Plants (number),26,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2004,Threatened Species: Total (number),77,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2010,Threatened Species: Total (number),93,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2015,Threatened Species: Total (number),105,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2019,Threatened Species: Total (number),107,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2020,Threatened Species: Total (number),109,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2021,Threatened Species: Total (number),121,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
524,Nepal,2022,Threatened Species: Total (number),127,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2004,Threatened Species: Vertebrates (number),27,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2010,Threatened Species: Vertebrates (number),18,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2015,Threatened Species: Vertebrates (number),19,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2019,Threatened Species: Vertebrates (number),29,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2020,Threatened Species: Vertebrates (number),31,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2021,Threatened Species: Vertebrates (number),34,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2022,Threatened Species: Vertebrates (number),36,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2004,Threatened Species: Invertebrates (number),7,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2010,Threatened Species: Invertebrates (number),6,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2015,Threatened Species: Invertebrates (number),10,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2019,Threatened Species: Invertebrates (number),11,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2020,Threatened Species: Invertebrates (number),11,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2021,Threatened Species: Invertebrates (number),12,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2022,Threatened Species: Invertebrates (number),17,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2004,Threatened Species: Plants (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2010,Threatened Species: Plants (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2015,Threatened Species: Plants (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2019,Threatened Species: Plants (number),19,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2020,Threatened Species: Plants (number),29,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2021,Threatened Species: Plants (number),29,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2022,Threatened Species: Plants (number),29,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2004,Threatened Species: Total (number),34,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2010,Threatened Species: Total (number),24,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2015,Threatened Species: Total (number),29,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2019,Threatened Species: Total (number),59,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2020,Threatened Species: Total (number),71,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2021,Threatened Species: Total (number),75,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
528,Netherlands,2022,Threatened Species: Total (number),82,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
530,Netherlands Antilles [former],2004,Threatened Species: Vertebrates (number),26,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
530,Netherlands Antilles [former],2010,Threatened Species: Vertebrates (number),24,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
530,Netherlands Antilles [former],2004,Threatened Species: Invertebrates (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
530,Netherlands Antilles [former],2010,Threatened Species: Invertebrates (number),11,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
530,Netherlands Antilles [former],2004,Threatened Species: Plants (number),2,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
530,Netherlands Antilles [former],2010,Threatened Species: Plants (number),3,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
530,Netherlands Antilles [former],2004,Threatened Species: Total (number),28,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
530,Netherlands Antilles [former],2010,Threatened Species: Total (number),38,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2004,Threatened Species: Vertebrates (number),34,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2010,Threatened Species: Vertebrates (number),61,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2015,Threatened Species: Vertebrates (number),109,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2019,Threatened Species: Vertebrates (number),118,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2020,Threatened Species: Vertebrates (number),120,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2021,Threatened Species: Vertebrates (number),127,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2022,Threatened Species: Vertebrates (number),147,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2004,Threatened Species: Invertebrates (number),11,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2010,Threatened Species: Invertebrates (number),97,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2015,Threatened Species: Invertebrates (number),125,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2019,Threatened Species: Invertebrates (number),125,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2020,Threatened Species: Invertebrates (number),129,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2021,Threatened Species: Invertebrates (number),130,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2022,Threatened Species: Invertebrates (number),130,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2004,Threatened Species: Plants (number),217,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2010,Threatened Species: Plants (number),257,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2015,Threatened Species: Plants (number),259,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2019,Threatened Species: Plants (number),350,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2020,Threatened Species: Plants (number),510,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2021,Threatened Species: Plants (number),629,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2022,Threatened Species: Plants (number),659,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2004,Threatened Species: Total (number),262,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2010,Threatened Species: Total (number),415,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2015,Threatened Species: Total (number),493,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2019,Threatened Species: Total (number),593,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2020,Threatened Species: Total (number),759,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2021,Threatened Species: Total (number),886,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
540,New Caledonia,2022,Threatened Species: Total (number),936,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2004,Threatened Species: Vertebrates (number),114,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2010,Threatened Species: Vertebrates (number),117,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2015,Threatened Species: Vertebrates (number),130,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2019,Threatened Species: Vertebrates (number),162,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2020,Threatened Species: Vertebrates (number),166,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2021,Threatened Species: Vertebrates (number),170,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2022,Threatened Species: Vertebrates (number),177,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2004,Threatened Species: Invertebrates (number),14,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2010,Threatened Species: Invertebrates (number),15,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2015,Threatened Species: Invertebrates (number),46,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2019,Threatened Species: Invertebrates (number),61,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2020,Threatened Species: Invertebrates (number),61,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2021,Threatened Species: Invertebrates (number),61,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2022,Threatened Species: Invertebrates (number),65,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2004,Threatened Species: Plants (number),21,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2010,Threatened Species: Plants (number),21,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2015,Threatened Species: Plants (number),21,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2019,Threatened Species: Plants (number),24,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2020,Threatened Species: Plants (number),34,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2021,Threatened Species: Plants (number),34,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2022,Threatened Species: Plants (number),34,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2004,Threatened Species: Total (number),149,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2010,Threatened Species: Total (number),153,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2015,Threatened Species: Total (number),197,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2019,Threatened Species: Total (number),247,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2020,Threatened Species: Total (number),261,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2021,Threatened Species: Total (number),265,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
554,New Zealand,2022,Threatened Species: Total (number),276,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
558,Nicaragua,2004,Threatened Species: Vertebrates (number),49,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
558,Nicaragua,2010,Threatened Species: Vertebrates (number),61,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
558,Nicaragua,2015,Threatened Species: Vertebrates (number),79,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
558,Nicaragua,2019,Threatened Species: Vertebrates (number),84,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2022."
